data,receita_bruta,receita_recebida,custo_fixo,custo_variavel,inadimplencia,prazo_medio_recebimento,fluxo_caixa,indicador_crise,dia_semana,mes,ano
2019-02-10,26844.385762247406,25992.059002506587,7937.538899571758,13452.026761007135,0.03175065234457668,38.576802023061276,1855.3960424443403,0,6,2,2019
2019-02-11,21413.106549645407,20442.354736916936,7754.829798709083,10929.919775145027,0.04533446889071538,48.38926987420515,-952.5061252355563,0,0,2,2019
2019-02-12,21048.984859587254,20084.677272728877,7841.74740130453,10442.18740108619,0.045812545986946174,53.23164603847728,-1128.409396453495,0,1,2,2019
2019-02-13,20829.029047459153,20105.666294477287,8220.8314081632,11099.18342094018,0.03472858726797483,50.039284487274564,-1970.7133442577542,0,2,2,2019
2019-02-14,19194.956550313862,18462.438053548172,8023.457577007218,10230.07247597089,0.0381620294292208,35.66363224182363,-1595.0306323866262,0,3,2,2019
2019-02-15,24596.975626742045,23746.423594401585,7790.6214165459205,12813.52098806369,0.03457953714503548,41.80848379284558,422.27580353283884,0,4,2,2019
2019-02-16,25095.64636170333,24116.326859603505,8216.90111307134,11557.552432084303,0.03902348192132226,43.790242376711085,1448.5587982340935,0,5,2,2019
2019-02-17,27764.597903927475,26695.534927168563,8241.289773698176,14823.113074359682,0.03850453662099274,50.0497774835354,-29.431161735141814,0,6,2,2019
2019-02-18,21960.594578082415,20993.03074820823,7940.988017344507,11355.85196234848,0.04405909076978505,38.34190941894282,-509.0500078597738,0,0,2,2019
2019-02-19,18999.350728543286,18110.721518375532,8084.357412415769,9874.008487463087,0.046771556716027174,39.90531664803676,-1827.6829483942515,0,1,2,2019
2019-02-20,22013.616210551485,20975.935139566354,8200.010214045898,10705.183788714838,0.047138146729738754,36.97424284910004,-54.1063148034159,0,2,2,2019
2019-02-21,21042.527507025974,20256.20383033262,8172.567781400282,11319.36380284163,0.03736830931696797,40.87099874956093,-1503.9230454719664,0,3,2,2019
2019-02-22,25016.106551455872,24039.138320639082,8057.79826117738,13071.84527224267,0.03905356850024824,38.74196671513843,357.92356344147584,0,4,2,2019
2019-02-23,27285.137666692954,26421.914866315616,8476.267063537764,12585.516587932454,0.03163710628556139,52.98952930098204,1524.2823600599613,0,5,2,2019
2019-02-24,28053.860719981833,27043.653189795925,8222.172664957186,13768.21214218167,0.03600957245311942,41.76311364676017,1958.9473920022315,0,6,2,2019
2019-02-25,23069.64798791156,22032.370515087478,7913.041909085767,12426.189887942015,0.044962865205729056,48.45462646065004,-1231.7113733134643,0,0,2,2019
2019-02-26,20582.82320631962,19589.367358204596,7915.722086707871,9359.414579539685,0.048266257653614766,45.089847536094354,-105.71886286484732,0,1,2,2019
2019-02-27,21373.52114955457,20646.804647604535,7882.574094958999,11672.970362644817,0.0340007852176093,45.01980640462294,-1455.3566541341452,0,2,2,2019
2019-02-28,22320.937845808337,21490.794044116923,8240.5134771508,11560.376578079804,0.03719125994731936,42.0427809023028,-785.5281903282612,0,3,2,2019
2019-03-01,28172.661283740254,27048.44481473029,7864.93011796434,14456.451733766835,0.039904517989530555,48.850112435653536,1107.0093454398152,0,4,3,2019
2019-03-02,25703.594306294708,24637.236128830995,7925.161852186527,12262.051974290625,0.04148673390797214,45.77172116321171,1360.464213803,0,5,3,2019
2019-03-03,26249.35413644045,25303.66877787523,8370.915488364568,12465.271738283516,0.03602699531766296,45.483719564695235,1314.3172371153341,0,6,3,2019
2019-03-04,20404.139021702496,19540.794552681047,8111.875553532498,11104.051247464407,0.0423122224418864,42.03289694911038,-1925.4232174571735,0,0,3,2019
2019-03-05,20307.18546402363,19539.07308731928,8414.822946031094,9743.940863504818,0.037824659555364945,42.8511203692349,-913.5843462385405,0,1,3,2019
2019-03-06,23199.996134321445,22270.517550823188,8295.558312882895,12239.17024904731,0.040063738722922175,47.944555587877126,-1189.5536595624576,0,2,3,2019
2019-03-07,24004.402519222313,22975.781868853024,7704.0159951386295,11745.646521974364,0.04285133318963405,46.150278057727505,621.0817576543836,0,3,3,2019
2019-03-08,26629.15782602196,25561.34116103395,8027.254819369895,12353.942884594075,0.04009952819253425,45.6173615725427,1985.510739201476,0,4,3,2019
2019-03-09,28518.470676524194,27439.11212156502,8355.756641815124,12863.87019474742,0.037847701133836675,41.22978754166226,3120.0092217039137,0,5,3,2019
2019-03-10,27444.265191092712,26360.132580804348,7692.996303261714,13843.593604916168,0.039503065676548994,54.720538517627475,871.6504802492836,0,6,3,2019
2019-03-11,21263.26064788841,20418.40921381775,8186.4395618970775,11643.291226899242,0.03973291999101556,42.60146630221088,-1794.4836902311963,0,0,3,2019
2019-03-12,22723.299839994826,21853.100191483987,8049.632566662306,11064.284169369772,0.038295478853789464,44.8487366913729,54.02198592298828,0,1,3,2019
2019-03-13,24424.979372348404,23476.862244639295,7535.844079117669,11863.682256530892,0.038817520099217524,44.064831855626394,1243.078409517489,0,2,3,2019
2019-03-14,22206.397598435673,21137.17936438597,8099.055686092522,10756.982446921424,0.04814910790055488,54.77355598630644,-890.799802347964,0,3,3,2019
2019-03-15,29670.533576971124,28400.30282843036,7812.794682881339,14896.221449940926,0.04281118656816677,43.54592693646207,2303.019539607476,0,4,3,2019
2019-03-16,22479.785373503048,21610.424573004548,7714.616746066827,11106.508618178159,0.038673002702384135,43.08829029512173,238.18620217750185,0,5,3,2019
2019-03-17,28442.972337564588,27205.250439927164,8068.531676431001,15302.07629064556,0.04351591257580239,45.591555740583345,436.4789334849347,0,6,3,2019
2019-03-18,22470.15089455573,21605.465793393054,7487.410784890764,11247.480749586288,0.038481499533328835,41.53229555268907,412.15072224555206,0,0,3,2019
2019-03-19,21940.159202862935,20930.32344437638,7865.256771873657,10987.100421924193,0.046026820003875944,45.557998584507565,-534.4820942219767,0,1,3,2019
2019-03-20,22516.320403804486,21570.682578929074,8833.773328382373,10443.906097863362,0.04199788455291438,56.858017900838846,-1067.1783711688854,0,2,3,2019
2019-03-21,19571.76956998485,18795.317272909553,8264.364963636119,10730.69149069426,0.03967205388857916,46.498477777755454,-2594.132722626985,0,3,3,2019
2019-03-22,26763.152263285763,25630.982026496164,7805.747966746286,12712.424772480215,0.04230332158378568,46.31622960863291,1860.397099231472,0,4,3,2019
2019-03-23,27778.490037863005,26884.299070206198,8492.302413609066,12704.11481874472,0.03219004943890024,41.41047553545394,2637.767840771314,0,5,3,2019
2019-03-24,29731.216224490992,28709.308586404804,7774.316756328262,15350.661752695154,0.034371538330961154,53.546035771764814,1372.632366284768,0,6,3,2019
2019-03-25,21731.210049959005,20988.09500722516,7906.6984716032175,11072.847687137617,0.03419575076700554,54.695163503989896,-1136.5122146867802,0,0,3,2019
2019-03-26,21331.979912718314,20459.756299471075,7729.028787547531,10484.978835905798,0.040888075875564166,49.26340187913505,-515.6683018726885,0,1,3,2019
2019-03-27,21782.5797475398,20719.00339469838,8151.385367108578,10721.804486722694,0.048826923402474666,48.2691661153119,-894.1563676326396,0,2,3,2019
2019-03-28,23814.692156744917,22593.469815977096,8486.027483120366,12586.217030843998,0.051280206887828264,43.826173242805915,-1191.6111974697842,0,3,3,2019
2019-03-29,27830.646426649248,26627.426206306132,7776.613919705727,13068.4718207761,0.0432336425786708,46.95668790422311,2356.763090311296,0,4,3,2019
2019-03-30,26363.002693593815,25240.546121244195,7459.060071233413,14025.785257794556,0.04257696232085041,40.82421197568746,932.6174902003663,0,5,3,2019
2019-03-31,28174.492939844815,27300.20400961116,8405.360177794422,14506.333920948155,0.031031221470439407,39.3694301211063,1443.8702559416442,0,6,3,2019
2019-04-01,22690.80073846364,21841.42019252382,8545.087518747358,11161.536297535677,0.03743281498656062,37.56320041637129,-112.96703217003915,0,0,4,2019
2019-04-02,23941.230219757508,23074.98248376316,7481.300421479089,11870.130454578024,0.036182256636063656,47.05336986637399,748.8784968331456,0,1,4,2019
2019-04-03,21568.086818390773,20768.67861544457,8218.718056819898,10259.177992904572,0.037064400272376605,38.10812763839656,122.4114546017463,0,2,4,2019
2019-04-04,22108.350841057145,21239.114293113587,8149.530553003007,11611.558632460947,0.039317113890254905,42.50182298443759,-995.1285253151664,0,3,4,2019
2019-04-05,26658.728717773287,25653.524761373872,7846.21354888455,13363.686785129381,0.037706372537158896,44.69385312399012,1302.3782142161403,0,4,4,2019
2019-04-06,24816.6884194577,24067.046563523825,7665.026633332564,11963.76451029501,0.030207167179731906,49.976451997610155,1142.952413577903,0,5,4,2019
2019-04-07,27857.175425830384,26637.52121195856,8381.735629949757,14196.156205357604,0.04378240777207106,42.1088991668954,986.5425416638009,0,6,4,2019
2019-04-08,22965.866399493327,22167.18320911413,8138.808878735404,12621.430319290337,0.034776967543311096,50.566361563696965,-1664.052703982234,0,0,4,2019
2019-04-09,22603.69369612764,21669.16295726839,8162.292849508717,11155.515687940939,0.041344160446633194,49.69579456572091,-598.9641301416486,0,1,4,2019
2019-04-10,22263.825917321763,21138.9430664808,7900.311299413197,12068.532969845824,0.05052513683040344,39.64345836164513,-1125.8486254226573,0,2,4,2019
2019-04-11,20582.077824740325,19849.532129682037,7847.146536910627,9972.051366150487,0.03559143548557307,50.61412746942638,-722.1774156262031,0,3,4,2019
2019-04-12,26631.088856657596,25900.97250620687,7352.104428845887,12129.749143644389,0.0274159406091352,43.58209438929232,3326.4651568947484,0,4,4,2019
2019-04-13,26764.552221216996,25730.512100807628,8021.065275275063,12590.693351714566,0.0386346878461751,42.50524438137041,2122.3652412080346,0,5,4,2019
2019-04-14,25969.83434150649,24785.98901646784,8521.99879102925,12773.769804859248,0.04558540148816273,43.603233622933374,529.2635173998688,0,6,4,2019
2019-04-15,22364.297930178185,21247.32534106617,7824.151744160842,10555.13216647642,0.0499444513124994,44.98247136620663,249.5285434070306,0,0,4,2019
2019-04-16,23166.621831353543,22379.213384729996,7635.380854877874,10425.505794963454,0.03398891959111085,42.924776997811826,1686.4836008448851,0,1,4,2019
2019-04-17,25274.562590843587,24198.422141905932,8223.681826077453,13686.179529531417,0.042578004864365734,40.80154169819376,-416.460939876828,0,2,4,2019
2019-04-18,22830.601946693194,21967.220824464315,8279.883648656709,12200.398368894254,0.03781683567716587,41.24372203152663,-995.2802327835498,0,3,4,2019
2019-04-19,27773.23247155031,26675.778923414076,7918.965053900911,14559.54008288892,0.039514793579048316,45.694714048520076,857.7064169613832,0,4,4,2019
2019-04-20,27192.619049467867,25743.854380317713,7990.984695677826,12693.010409294835,0.053277864354095816,44.19768224091478,1942.5477806665194,0,5,4,2019
2019-04-21,24002.26315728272,23219.66689252911,8175.662163235802,11089.918243851598,0.03260510309487858,47.636548466997816,923.6624106101813,0,6,4,2019
2019-04-22,22516.274486147562,21583.68703501351,8050.703580463834,10284.544228335144,0.04141837281774992,45.26181448601631,571.9547371651702,0,0,4,2019
2019-04-23,22630.939886107943,21669.4452352577,8398.284414761283,11822.469053439323,0.04248584706110501,45.38506997991879,-1245.744639595478,0,1,4,2019
2019-04-24,26045.495713749773,24860.21672934975,8830.295579794809,14139.599447086697,0.045508021710421745,47.964061174171434,-1376.5192729007726,0,2,4,2019
2019-04-25,22250.739183437217,21346.360092512594,7587.250933442863,10970.80665857305,0.040644900983685735,52.09459035956342,-258.35471782434934,0,3,4,2019
2019-04-26,27773.414912272492,26618.46344111403,8469.803732149849,12828.931042149943,0.041584784399275064,52.29511174145944,1505.9875160224256,0,4,4,2019
2019-04-27,27178.747644767707,26143.286764757853,8133.332296271913,13623.05595711233,0.03809818220999569,51.70203210057109,683.717548288827,0,5,4,2019
2019-04-28,25207.104613652784,24162.484573986963,8519.091860603618,12222.501314532727,0.04144149261395248,49.35224584870654,153.84241525888274,0,6,4,2019
2019-04-29,24103.539489278395,23177.916141156253,8320.815125309528,11750.053506738874,0.03840196783272738,55.42705311046075,-412.63355649673167,0,0,4,2019
2019-04-30,23532.155441072704,22514.69054530974,8122.732902892994,12051.594831275801,0.0432372163404588,47.18911883121786,-570.4547439021208,0,1,4,2019
2019-05-01,23572.75530586092,22670.37860634753,8333.270040627047,12301.956509419408,0.03828049321366461,46.62772907661036,-860.9254004686668,0,2,5,2019
2019-05-02,21133.79838523906,20244.8511010035,7987.893619521753,9743.956689284301,0.04206282600180616,56.21960637751525,-605.2390984048093,0,3,5,2019
2019-05-03,29551.443422873803,28373.44436798766,7874.7271172281935,13403.323809501673,0.03986265706311763,31.370155749502622,4656.819827631435,0,4,5,2019
2019-05-04,24692.458533899164,23563.11432197043,8351.15367152161,13566.852317061266,0.04573640208318286,43.930517556778405,-1190.8911389787422,0,5,5,2019
2019-05-05,28101.135103094584,26983.243603640647,7855.47339518771,13299.503873912168,0.03978100867999568,51.26247864575,2038.6007207744706,0,6,5,2019
2019-05-06,25480.349383122335,24684.719596048944,8302.360900299487,11603.319280619491,0.03122523067130315,49.90131476360842,1404.244997557771,0,0,5,2019
2019-05-07,20927.970203051907,19955.006933716733,8119.750590715723,9814.957114334768,0.04649104809950892,57.82825787417815,-1141.244022961111,0,1,5,2019
2019-05-08,21512.34668193691,20745.623164131473,7412.5710134351575,9764.363476534589,0.035641091562048165,45.5374285916571,980.4631031314138,0,2,5,2019
2019-05-09,22440.471042264577,21612.81353571489,7939.965966615505,10977.454072489101,0.036882358885910606,42.84591198805902,158.3504649237875,0,3,5,2019
2019-05-10,26098.31892933116,25130.07841794808,8213.609353244228,13838.377286206533,0.037099727151195916,43.339576266629024,94.18232594655501,0,4,5,2019
2019-05-11,24265.038370906168,23124.899689444082,7992.23488854675,11747.298233630761,0.04698688969843596,46.59034081430624,433.5940800669978,0,5,5,2019
2019-05-12,27030.51910057247,26236.334917513912,7350.892647173098,13364.384401635916,0.02938101854809507,53.10823797975661,1703.6180919489334,0,6,5,2019
2019-05-13,20694.549754393345,19538.24485642271,8512.01451203206,10710.643799377149,0.0558748516732121,53.17070504442746,-2530.611412100619,0,0,5,2019
2019-05-14,22859.032172121355,21820.703990100006,8167.4791820481505,11449.847069447527,0.04542310340188783,44.719926640831645,-470.10248519998595,0,1,5,2019
2019-05-15,20849.178197135327,19988.12358745548,8250.665647030064,11178.173650212106,0.04129921100670309,46.265042433388956,-1974.2811507112115,0,2,5,2019
2019-05-16,24342.583056296484,23372.80672005437,7976.438206978106,13062.316910285132,0.03983867833579264,41.941992103985676,-351.70750652531615,0,3,5,2019
2019-05-17,25411.057633428376,24356.00197524383,8278.745152058033,11460.160060474076,0.04151954922161972,42.46392226197227,1783.531353152278,0,4,5,2019
2019-05-18,26174.348786783394,25057.17195572315,8670.621481972501,13814.94249386851,0.042682125166161024,50.23128606718586,-876.7590681797678,0,5,5,2019
2019-05-19,28100.236116933276,26884.50544442472,7900.530736490741,13939.778547999553,0.04326407320741162,53.011056943658375,1139.60424482075,0,6,5,2019
2019-05-20,20272.16006609111,19401.013063541428,8622.033636168524,11127.065403055803,0.04297257912869542,41.513581597650926,-2554.6764931908956,0,0,5,2019
2019-05-21,22321.862419819452,21415.562078200302,8242.376237311462,11123.502080372276,0.04060146615787985,46.214781760656756,-661.8656305130908,0,1,5,2019
2019-05-22,23831.43654289835,22898.75325681579,7862.854386115257,13076.061254000748,0.0391366791676054,43.784609719603964,-787.0472447116917,0,2,5,2019
2019-05-23,19648.567323474454,18873.41833058924,8788.278594786074,10324.475984951707,0.03945066223526295,49.31935829776003,-2789.5414024357806,0,3,5,2019
2019-05-24,26840.109984744908,25790.966147852145,8242.93066845791,12745.307737711806,0.0390886563985417,43.05741988821772,1760.2826492142676,0,4,5,2019
2019-05-25,26932.871795215164,25701.22636867133,8329.259390105597,13569.844603079138,0.045730193048431025,35.367725302702254,1311.7280901448544,0,5,5,2019
2019-05-26,27795.546814047106,26600.00829354588,8046.387351038113,15265.691327622351,0.04301187267512337,50.01845355556001,-357.2519725344064,0,6,5,2019
2019-05-27,20053.158206032283,19541.862958338806,7889.172181839741,10743.540887090961,0.025496993662557955,43.4825818507163,-1418.879304020521,0,0,5,2019
2019-05-28,19902.037789882226,19036.668067572264,8179.291341823789,9149.696965418634,0.04348146312685116,44.00278142055972,-587.2965244732586,0,1,5,2019
2019-05-29,22494.84612887308,21569.77293440846,8604.263678448508,11711.653695791456,0.04112378405101642,47.17793958345919,-1534.1374379916574,0,2,5,2019
2019-05-30,22141.20090919814,21254.143979514876,8037.803810730259,10728.69511322748,0.04006363219958655,46.7641682157631,-235.45731249788332,0,3,5,2019
2019-05-31,26681.704359321095,25664.497101800313,8123.553573696179,12025.396826419574,0.03812377364736915,47.280608293761944,2191.07263448837,0,4,5,2019
2019-06-01,26806.08117354487,25581.460313555806,8569.354681944753,13144.310888867021,0.04568444197645917,36.85133417376902,1285.0250368047032,0,5,6,2019
2019-06-02,24993.741611665027,23873.07828680387,8043.235279592061,11833.92286112824,0.04483775747838099,47.78154506018246,870.7350340666303,0,6,6,2019
2019-06-03,21912.151233714194,21116.797802771736,8287.293419666525,11654.786784799968,0.03629736863620767,35.454718248244326,-876.4882000575417,0,0,6,2019
2019-06-04,21963.557871321133,21036.783796908265,8398.292871320155,10624.499077009707,0.04219599027819625,48.847825718905035,-801.3537640179261,0,1,6,2019
2019-06-05,20492.320805811534,19768.28879292249,8076.930627617608,10917.332463706372,0.03533186991117734,50.5919064105529,-1966.016535410577,0,2,6,2019
2019-06-06,24132.957213780188,23331.27847408938,8229.793383223134,10861.273749432743,0.033219250031779744,38.157399286373916,1801.1403589748484,0,3,6,2019
2019-06-07,26768.399145678315,25779.8141683167,8336.050131549966,12869.762202813501,0.03693104589413661,46.64216495290775,1279.683080819164,0,4,6,2019
2019-06-08,23851.522946291956,22791.682029133302,8018.3219331648315,11308.401090122281,0.044434936902987957,50.28589564807216,324.9586108844401,0,5,6,2019
2019-06-09,26994.142087252898,25784.10962814196,8384.203233707525,12777.858992426884,0.04482574238513538,42.75498189814233,1601.7757844433677,0,6,6,2019
2019-06-10,19937.546320757367,19084.88373355199,7976.255052156351,9107.843233343794,0.042766676174071316,48.368181828543115,-528.2587344167787,0,0,6,2019
2019-06-11,22410.292192912828,21429.230711548433,7938.701796487292,10503.98244443927,0.04377727309038173,31.072970636371593,1162.2454934712487,0,1,6,2019
2019-06-12,22901.618791197143,21923.196159340685,7683.992944911757,11578.026902952115,0.04272285905975085,50.49098059121705,-371.4912824374742,0,2,6,2019
2019-06-13,20042.779370688724,19301.36215875386,7991.943752970033,9603.219286819334,0.03699173643647147,45.14997119346588,-681.3514165489032,0,3,6,2019
2019-06-14,27293.029956280316,26140.888754986332,7899.20883856174,13421.060310096596,0.042213752124244094,43.71085311681984,1690.0975550613248,0,4,6,2019
2019-06-15,26296.150404406366,25137.118002206757,8024.474655228771,12824.282498787774,0.044076124618050286,49.9202072645224,850.4152572233115,0,5,6,2019
2019-06-16,26954.75092121726,25773.260531174543,8329.211824662067,14490.617822951732,0.043832361630643524,53.64644837861989,-834.6345702320677,0,6,6,2019
2019-06-17,23759.064154556694,22664.49866713632,7628.788952057645,12842.484569205193,0.04606938557428208,47.42857920676998,-751.829567047088,0,0,6,2019
2019-06-18,20666.835149066574,19763.112009288274,7554.967152676499,10318.861863959433,0.04372818253302399,53.04356941524448,-982.7882504324093,0,1,6,2019
2019-06-19,19902.60962594782,19067.512270140604,7923.521849039702,9613.27083115805,0.041959188845188955,37.2335837373651,-414.353875190071,0,2,6,2019
2019-06-20,19669.101546787046,18773.029026561828,8287.491955093541,9061.163085283255,0.0455573691606464,48.32974418917033,-1061.3676316494953,0,3,6,2019
2019-06-21,23888.436228222457,22933.14662211654,8236.659484105907,13027.326691092392,0.03998962497919025,44.33998073572864,-1116.7444282441916,0,4,6,2019
2019-06-22,25113.839008855964,24217.567533376285,7921.358493109178,11452.480533807315,0.03568834996368429,41.05890447641841,2119.490720147165,0,5,6,2019
2019-06-23,25786.273324880804,24773.673712242915,8502.576855611851,12371.352137456593,0.03926893971378356,35.35659282568579,1499.9839130370228,0,6,6,2019
2019-06-24,21169.18710026692,20397.525710942762,7955.108598411865,10157.116113203476,0.03645210303396242,48.058935245013316,-400.4068562909147,0,0,6,2019
2019-06-25,21912.855935616193,21106.772871087134,8292.244967767963,10562.875893504954,0.036785851506415765,49.376450267082646,-603.6288695497365,0,1,6,2019
2019-06-26,20711.755866222844,19894.40429180529,8045.55006665203,9660.557038789335,0.03946317152909795,51.71011375496624,-630.1737972430333,0,2,6,2019
2019-06-27,22723.528296928194,21901.313105327597,7894.63025259664,12005.20682728343,0.036183429829061635,50.88245218817516,-1051.6541579499662,0,3,6,2019
2019-06-28,24493.838473914708,23549.103394153288,7974.620314442771,11322.271597701103,0.0385703155823265,41.14145156470815,1597.8435458919844,0,4,6,2019
2019-06-29,29592.873014015917,28689.10462419455,8377.217659303717,15195.664070314428,0.030540069204950754,51.45352757656065,1071.9608783357826,0,5,6,2019
2019-06-30,25930.00551033921,24863.041055297257,8266.20228038493,11989.635295144191,0.04114786842665791,51.98173751955922,1066.3156055914596,0,6,6,2019
2019-07-01,19266.195536754123,18491.295599150897,8449.202728957525,8805.683330156908,0.04022070346607604,43.700080373736476,-977.4838952989162,0,0,7,2019
2019-07-02,18920.38313139568,18236.673343978382,8267.944947568143,10234.847873201235,0.03613614918203113,45.14214131855859,-2521.5783405560996,0,1,7,2019
2019-07-03,21092.68075058878,20175.689643637535,7677.1754768372075,9892.738874711327,0.04347437472715025,40.32922896475229,376.5423957601247,0,2,7,2019
2019-07-04,20045.482976263334,19145.702564017844,8795.727959064567,10666.70293856652,0.044886941028607526,52.40443145326666,-3065.5493134507897,0,3,7,2019
2019-07-05,25832.8129642327,25004.986408923007,8274.831405971927,13031.700576690493,0.032045544418870475,37.44106427015532,1133.486472258267,0,4,7,2019
2019-07-06,25367.645148108957,24447.33176114463,8317.55936105331,11612.943972839235,0.036279023204206756,47.67485336181885,1323.6148469772706,0,5,7,2019
